time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001480,-0.0502,-0.1850,0.1570,0.248
0.002162,-0.1882,-0.1146,-0.0768,0.233
0.006481,-0.2711,-0.0492,-0.2525,0.374
0.011258,-0.2613,0.0209,-0.3973,0.476
0.016150,-0.2402,0.0433,-0.4711,0.531
0.023460,-0.1697,0.0329,-0.5056,0.534
0.026152,-0.1141,0.0942,-0.4723,0.495
0.033404,-0.0591,0.1078,-0.4262,0.444
0.039094,-0.0260,0.1098,-0.3482,0.366
0.041611,-0.0263,0.1166,-0.2523,0.279
0.045799,-0.0409,0.1187,-0.1623,0.205
0.050965,-0.0364,0.1303,-0.0944,0.165
0.055930,-0.0107,0.1086,-0.0198,0.111
0.060867,-0.0112,0.0940,0.0284,0.099
0.065838,-0.0023,0.0795,0.0622,0.101
0.070610,0.0234,0.0531,0.0889,0.106
0.075560,0.0418,0.0293,0.0990,0.111
0.081026,0.0483,-0.0205,0.0902,0.104
0.085393,0.0310,-0.0273,0.0863,0.096
0.090448,0.0282,-0.0624,0.0588,0.090
0.095393,0.0278,-0.0783,0.0410,0.093
0.100712,-0.0035,-0.0656,0.0210,0.069
0.105512,-0.0203,-0.0553,0.0083,0.059
0.110051,-0.0299,-0.0166,0.0051,0.035
0.115160,-0.0513,-0.0329,0.0021,0.061
0.124016,-0.0417,0.0032,0.0086,0.043
0.125042,-0.0109,0.0081,0.0104,0.017
0.133323,-0.0255,0.0485,-0.0043,0.055
0.135170,0.0122,0.0292,-0.0283,0.042
0.140078,0.0212,0.0242,-0.0519,0.061
0.144783,0.0347,0.0288,-0.0635,0.078
0.149669,0.0506,0.0358,-0.0749,0.097
0.154782,0.0449,0.0094,-0.0791,0.091
0.159863,0.0440,0.0284,-0.0833,0.098
0.164667,0.0455,0.0068,-0.0828,0.095
0.169690,0.0114,0.0378,-0.0824,0.091
0.174698,0.0107,0.0163,-0.0680,0.071
0.179453,0.0100,0.0282,-0.0798,0.085
0.184197,-0.0050,0.0353,-0.0775,0.085
0.189309,-0.0034,0.0377,-0.0776,0.086
0.194258,-0.0065,0.0401,-0.0495,0.064
0.199255,-0.0050,0.0425,-0.0406,0.059
0.204023,-0.0036,0.0282,-0.0248,0.038
0.209092,-0.0000,0.0237,-0.0211,0.032
0.214311,0.0107,0.0191,-0.0078,0.023
0.218939,0.0236,0.0004,0.0125,0.027
0.224000,0.0222,0.0031,0.0328,0.040
0.229515,0.0279,-0.0417,0.0387,0.063
0.233849,0.0216,-0.0315,0.0399,0.055
0.238944,0.0273,-0.0429,0.0271,0.058
0.243770,0.0401,-0.0376,0.0264,0.061
0.248723,0.0290,-0.0205,0.0020,0.036
0.253696,0.0417,-0.0557,-0.0222,0.073
