time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000749,0.0040,-0.2566,-0.0379,0.259
0.007778,0.1195,-0.2655,-0.1376,0.322
0.017768,0.1696,-0.2492,-0.1966,0.360
0.028355,0.1934,-0.2523,-0.1798,0.365
0.037976,0.1827,-0.2622,-0.0654,0.326
0.047597,0.1401,-0.3030,0.0855,0.345
0.058399,-0.0298,-0.2593,0.1592,0.306
0.068696,-0.1281,-0.2718,0.1097,0.320
0.077589,-0.0877,-0.5351,0.0225,0.543
0.088259,0.0209,-0.4835,0.0219,0.484
0.097252,0.1401,-0.2771,0.0151,0.311
0.107963,0.1997,-0.1395,-0.0255,0.245
0.117110,0.1774,0.0397,-0.0514,0.189
0.146169,0.0792,0.0103,-0.0501,0.094
0.146743,-0.0200,-0.1064,0.0071,0.108
0.146926,-0.0834,-0.2039,0.0111,0.221
0.156373,-0.1406,-0.2762,-0.0751,0.319
0.166367,-0.1447,-0.2788,-0.2563,0.405
0.176831,-0.1447,-0.2522,-0.3506,0.455
0.185604,-0.0891,-0.1664,-0.3673,0.413
0.196621,-0.0236,-0.0527,-0.2807,0.287
0.206818,-0.0748,-0.0235,-0.1584,0.177
0.216736,-0.2132,-0.2537,-0.1576,0.367
0.235379,-0.4559,-0.2788,-0.4050,0.671
0.235807,-0.5743,-0.1276,-0.6251,0.858
0.245837,-0.6183,0.0021,-0.7028,0.936
0.255735,-0.5884,0.1838,-0.5198,0.806
0.266128,-0.4662,0.5206,-0.3281,0.772
0.274870,-0.2604,0.5658,-0.4505,0.769
0.285433,-0.0773,0.5335,-0.4945,0.732
0.295501,0.1553,0.5502,-0.3180,0.654
0.305296,0.3886,0.5358,0.0333,0.663
0.318189,0.5335,0.3525,0.3263,0.718
0.329431,0.6419,0.2141,0.4028,0.788
0.339153,0.6756,0.0030,0.2362,0.716
0.345083,0.5037,-0.3164,0.0622,0.598
0.355356,0.1457,-0.4934,-0.1044,0.525
0.364003,-0.3383,-0.5794,-0.3532,0.758
0.374570,-0.7523,-0.5745,-0.5960,1.119
0.384021,-1.0720,-0.5032,-0.6613,1.356
0.394552,-1.1925,-0.4495,-0.5879,1.403
0.405291,-1.0622,-0.4802,-0.4532,1.251
0.419444,-0.8743,-0.5007,-0.2512,1.038
0.435164,-0.6986,-0.5283,-0.0579,0.878
0.440757,-0.5627,-0.4282,-0.0377,0.708
0.443881,-0.4357,-0.2134,-0.1354,0.504
0.453822,-0.3830,0.1017,-0.1543,0.425
0.463943,-0.4358,0.4403,-0.0479,0.621
0.473615,-0.5223,0.7004,0.0741,0.877
0.483993,-0.5884,0.8206,0.3132,1.057
0.495145,-0.6522,0.6835,0.7593,1.212
0.502976,-0.7052,0.3166,1.2675,1.485
0.513657,-0.7068,-0.0955,1.4872,1.649
0.523600,-0.5850,-0.4576,1.1472,1.367
0.534009,-0.4222,-0.6114,0.5813,0.943
0.542938,-0.1089,-0.5776,0.1969,0.620
0.553018,0.3509,-0.4536,0.2266,0.617
0.562862,0.6544,-0.3614,0.4391,0.867
0.574429,0.7249,-0.3360,0.4950,0.940
0.582411,0.5971,-0.3788,0.4364,0.831
0.591974,0.3172,-0.4222,0.3540,0.636
0.602442,-0.0381,-0.3900,0.2132,0.446
0.613334,-0.2976,-0.3090,0.0474,0.432
0.622367,-0.3764,-0.2292,-0.1458,0.464
0.636072,-0.1927,-0.2147,-0.3473,0.451
0.642417,0.1416,-0.2002,-0.4739,0.534
0.652956,0.4542,-0.2638,-0.3422,0.627
0.663106,0.6244,-0.3801,-0.1125,0.740
0.673989,0.6218,-0.6075,0.1064,0.876
0.681313,0.4009,-0.8219,0.2240,0.942
0.691955,0.1007,-0.8788,0.0883,0.889
0.701505,-0.2451,-0.7275,-0.2332,0.802
0.711722,-0.5020,-0.4127,-0.4488,0.790
0.721480,-0.5975,-0.0941,-0.4311,0.743
0.732411,-0.5624,0.0915,-0.2129,0.608
0.741533,-0.4813,0.1056,-0.0554,0.496
0.753175,-0.4554,0.0001,0.1450,0.478
0.761109,-0.4329,-0.1576,0.5033,0.682
0.771137,-0.4113,-0.3100,0.8571,1.000
0.781288,-0.4109,-0.4447,0.9977,1.167
0.789776,-0.3861,-0.5815,0.7415,1.018
0.800557,-0.2754,-0.6692,0.4197,0.837
0.811284,-0.1711,-0.5936,0.2292,0.659
0.822926,-0.0180,-0.4979,0.1361,0.517
0.835140,0.0592,-0.4313,-0.0004,0.435
0.839301,0.0396,-0.4168,-0.0376,0.420
0.849516,-0.0170,-0.4073,0.0528,0.411
0.860054,-0.0761,-0.3855,0.0992,0.405
0.869830,-0.1415,-0.3799,0.1540,0.434
0.880197,-0.1830,-0.4044,0.3001,0.536
0.889168,-0.2013,-0.4508,0.4959,0.700
0.900982,-0.2505,-0.5689,0.6629,0.909
0.911775,-0.3321,-0.6596,0.6464,0.981
0.919384,-0.3881,-0.7270,0.5790,1.007
0.929468,-0.3750,-0.7076,0.4682,0.928
0.943156,-0.2720,-0.6466,0.2980,0.762
0.951123,-0.0971,-0.5403,0.1406,0.567
0.958870,0.0317,-0.3961,-0.0152,0.398
0.968932,0.1096,-0.2763,-0.0699,0.305
0.978133,0.1629,-0.1845,0.0267,0.248
0.988365,0.1435,-0.1853,0.2477,0.341
1.000086,0.0638,-0.2172,0.3493,0.416
1.008003,-0.0422,-0.2878,0.3999,0.495
1.019026,-0.1594,-0.4249,0.5062,0.680
1.029826,-0.2543,-0.5828,0.6082,0.880
1.044853,-0.2776,-0.7382,0.5804,0.979
1.054043,-0.2187,-0.8447,0.4456,0.980
1.062901,-0.0643,-0.8403,0.4069,0.936
1.071683,0.1518,-0.7876,0.4269,0.909
1.079950,0.2640,-0.7036,0.5226,0.915
1.090732,0.2082,-0.5647,0.7055,0.927
1.097990,0.0196,-0.4053,0.7985,0.896
1.108237,-0.2148,-0.2264,0.7308,0.795
1.117424,-0.3647,-0.0612,0.6512,0.749
1.128614,-0.4443,0.0991,0.7298,0.860
1.146365,-0.3822,0.2453,0.8504,0.964
1.147128,-0.2117,0.3137,0.8047,0.889
1.161395,-0.0013,0.4624,0.6203,0.774
1.169270,0.1871,0.6937,0.2932,0.776
1.177310,0.3942,1.0593,0.1999,1.148
1.187213,0.5409,1.4910,0.1910,1.598
1.197022,0.5587,1.9644,0.1016,2.045
1.206853,0.6656,2.4915,0.3309,2.600
1.216545,0.9259,2.7486,0.7739,3.002
1.228615,1.1081,2.8213,1.3789,3.330
1.246728,1.1973,2.7720,2.1062,3.682
1.247485,1.2430,2.4867,2.6088,3.812
1.261883,1.1017,2.0993,2.7291,3.615
1.266178,0.7170,1.9932,2.4409,3.232
1.276244,0.3663,2.1199,1.7999,2.805
1.286391,0.1483,2.1250,1.1526,2.422
1.295734,0.1190,2.1990,0.7204,2.317
1.305347,0.1857,2.1816,0.5463,2.257
1.315483,0.2348,2.1115,0.2680,2.141
1.329501,0.3103,1.9099,-0.1624,1.942
1.348028,0.1568,1.5984,-0.5981,1.714
1.348754,-0.0823,1.2415,-0.9548,1.568
1.357786,-0.1867,0.8421,-1.2421,1.512
1.365601,-0.5235,0.4761,-1.4040,1.572
1.374372,-0.8626,0.0434,-1.5160,1.745
1.384637,-1.0296,-0.3630,-1.6523,1.980
1.394948,-1.1503,-0.6820,-1.8393,2.274
1.405235,-1.2282,-0.8554,-2.0075,2.504
1.416552,-1.2075,-0.8695,-2.0991,2.573
1.424065,-0.9519,-0.7687,-2.1392,2.464
1.451870,-0.5383,-0.5160,-2.0412,2.173
1.452654,-0.0770,-0.2380,-1.8404,1.857
1.460429,0.4259,-0.0175,-1.6135,1.669
1.468172,0.9393,0.1323,-1.3133,1.620
1.475295,1.3206,0.1634,-0.9916,1.660
1.483775,1.5172,0.0700,-0.7412,1.690
1.493871,1.4473,-0.0591,-0.6384,1.583
1.505457,1.1705,-0.2069,-0.6630,1.361
1.513342,0.8098,-0.3413,-0.6999,1.123
1.524125,0.5018,-0.4734,-0.6759,0.966
1.533454,0.2384,-0.6324,-0.4737,0.825
1.550107,0.0510,-0.8623,-0.2941,0.912
1.559379,-0.0495,-1.1060,-0.2607,1.137
1.566809,-0.0616,-1.3103,-0.4062,1.373
1.574538,-0.0055,-1.5041,-0.4613,1.573
1.584790,0.0850,-1.7365,-0.2274,1.753
1.595296,0.2454,-1.9447,0.0652,1.961
1.603105,0.3924,-2.0964,0.0911,2.135
1.613118,0.3875,-2.0623,-0.2356,2.112
1.622310,0.2870,-1.8972,-0.7906,2.075
1.635139,0.3679,-1.8572,-1.0488,2.164
1.656932,0.5348,-1.8956,-0.9440,2.184
1.657821,0.4344,-1.6929,-1.0397,2.034
1.663305,0.2069,-1.3852,-1.1836,1.834
1.672751,0.0794,-1.0130,-0.9582,1.397
1.685159,0.1092,-0.7042,-0.4064,0.820
1.692191,0.1944,-0.5382,0.0816,0.578
1.702469,0.3924,-0.5791,0.2092,0.730
1.720350,0.5370,-0.7522,0.1245,0.933
1.721259,0.5827,-0.9848,0.0599,1.146
1.733243,0.5441,-1.2034,0.0069,1.321
1.773307,0.5105,-1.3713,-0.0890,1.466
1.773945,0.4606,-1.4466,-0.0892,1.521
1.774462,0.4440,-1.4194,-0.1144,1.492
1.774969,0.3984,-1.3197,-0.2661,1.404
1.781115,0.4153,-1.0762,-0.4304,1.231
1.791720,0.4582,-0.8634,-0.5354,1.115
1.800885,0.4373,-0.7415,-0.5407,1.017
1.810670,0.2883,-0.6622,-0.4602,0.856
1.820732,0.0231,-0.6161,-0.3078,0.689
1.834109,-0.2053,-0.5751,-0.1862,0.638
1.872143,-0.3405,-0.5796,-0.1938,0.700
1.872763,-0.4315,-0.5443,-0.2359,0.734
1.873069,-0.3947,-0.5362,-0.4287,0.792
1.873316,-0.2898,-0.4737,-0.6652,0.867
1.880308,-0.2450,-0.1899,-0.7149,0.779
1.889957,-0.2159,0.1160,-0.3580,0.434
1.899907,-0.2826,0.2231,0.3727,0.518
1.909696,-0.3903,0.2253,0.8412,0.954
1.919595,-0.5306,0.3157,0.9350,1.120
1.933950,-0.6191,0.4145,0.8853,1.157
1.939605,-0.5107,0.4215,0.9167,1.131
1.969521,-0.1637,0.3370,1.0437,1.109
1.970116,0.2345,0.1934,1.1604,1.200
1.970546,0.4622,0.1753,1.1963,1.294
1.986211,0.5165,0.3540,1.1355,1.297
1.994718,0.4735,0.5876,1.0086,1.260
2.011337,0.3143,0.7363,0.9360,1.232
2.012024,0.0601,0.9434,0.8996,1.305
2.020946,-0.1095,1.5222,0.8070,1.726
2.032717,-0.1375,2.0700,0.5086,2.136
2.045293,0.0431,2.5459,0.1759,2.552
2.086961,0.4073,2.7534,-0.2099,2.791
2.087693,0.7803,2.9590,-0.4767,3.097
2.087980,0.8812,3.3128,-0.3879,3.450
2.088407,0.7827,3.6243,-0.2316,3.715
2.088782,0.5559,3.9393,-0.0979,3.980
2.106073,0.1843,4.3478,0.2475,4.359
2.114109,-0.3528,4.5741,0.5429,4.620
2.117661,-0.8606,4.4986,-0.0467,4.580
2.127726,-1.0953,3.8121,-1.1441,4.128
2.137406,-1.1539,2.8972,-1.4077,3.422
2.173272,-0.9597,1.8535,-0.9682,2.301
2.174048,-0.6206,0.6003,-0.7998,1.177
2.174539,-0.3475,-0.4723,-1.3104,1.436
2.181770,-0.0354,-1.2767,-1.8635,2.259
2.189609,0.2108,-1.6387,-2.2764,2.813
2.196970,0.3759,-1.6475,-2.6067,3.106
2.206673,0.3547,-1.4946,-2.7117,3.117
2.216927,0.1241,-1.2058,-2.5305,2.806
2.226910,-0.1857,-0.9459,-2.2143,2.415
2.237603,-0.5134,-0.7740,-1.8358,2.057
2.272839,-0.7304,-0.7445,-1.3856,1.734
2.273558,-0.7200,-0.8613,-0.7963,1.376
2.273847,-0.5634,-1.0196,-0.4107,1.235
2.280557,-0.3682,-1.1622,-0.6174,1.367
2.286434,-0.1670,-1.3398,-0.9625,1.658
2.296163,0.0305,-1.4552,-1.0850,1.815
2.305827,0.0821,-1.5541,-0.9032,1.799
2.315977,0.0546,-1.6412,-0.6766,1.776
2.325610,-0.0606,-1.7351,-0.4328,1.789
2.337864,-0.2161,-1.7585,-0.3503,1.806
2.365855,-0.2764,-1.7555,-0.3670,1.815
2.366768,-0.3098,-1.7674,-0.3965,1.838
2.367104,-0.2312,-1.6628,-0.5499,1.767
2.375068,-0.1822,-1.4239,-0.7388,1.615
2.384990,-0.1952,-1.2450,-0.7784,1.481
2.395378,-0.2393,-1.0486,-0.6760,1.270
2.405626,-0.2655,-0.9161,-0.5473,1.100
2.417957,-0.2937,-0.8566,-0.3787,0.982
2.427271,-0.3022,-0.9577,-0.3717,1.071
2.440799,-0.3511,-1.0999,-0.3847,1.217
2.472765,-0.4084,-1.3915,-0.3350,1.488
2.473289,-0.3906,-1.6693,-0.2632,1.734
2.473789,-0.2340,-1.7649,-0.2099,1.793
2.474142,0.0337,-1.7147,-0.2365,1.731
2.490627,0.2800,-1.5767,-0.3358,1.636
2.500486,0.3232,-1.3732,-0.3604,1.456
2.507677,0.1530,-1.1251,-0.2785,1.169
2.516427,-0.1178,-0.9291,-0.1029,0.942
2.528552,-0.3655,-0.8010,0.1199,0.889
2.556265,-0.4870,-0.7472,0.2125,0.917
