time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.609500,0.1359,-0.0970,-0.1948,0.257
0.614737,0.1295,-0.1349,-0.2264,0.294
0.619436,0.1157,-0.1626,-0.2293,0.304
0.624218,0.0731,-0.1991,-0.2322,0.315
0.629224,0.0876,-0.2443,-0.2421,0.355
0.634215,0.0896,-0.2719,-0.2187,0.360
0.639216,0.1455,-0.2821,-0.2073,0.379
0.643993,0.1791,-0.3085,-0.2031,0.410
0.649772,0.2241,-0.3271,-0.2037,0.446
0.654166,0.2450,-0.3476,-0.1829,0.463
0.658932,0.2423,-0.3229,-0.1242,0.422
0.663988,0.2307,-0.2914,-0.0756,0.379
0.668744,0.2057,-0.2296,0.0034,0.308
0.674080,0.1604,-0.1666,0.0651,0.240
0.678769,0.1376,-0.1757,0.1263,0.256
0.683509,0.1184,-0.0926,0.1726,0.229
0.688486,0.0743,-0.0677,0.2328,0.254
0.693528,-0.0086,0.0301,0.2853,0.287
0.698830,-0.0329,0.1029,0.3017,0.320
0.703482,-0.0655,0.2033,0.3512,0.411
0.708447,-0.1114,0.3334,0.3718,0.512
0.713168,-0.1637,0.4313,0.3802,0.598
0.718161,-0.1867,0.6231,0.3958,0.761
0.723272,-0.2237,0.7726,0.3566,0.880
0.728029,-0.2794,0.8043,0.3106,0.906
0.732915,-0.3228,0.8547,0.2745,0.954
0.737937,-0.3615,0.8382,0.2649,0.950
0.743017,-0.3887,0.8171,0.2719,0.945
0.747757,-0.4071,0.7581,0.2695,0.902
0.752929,-0.4167,0.6447,0.2837,0.818
0.758088,-0.3655,0.5152,0.2717,0.688
0.763438,-0.2989,0.4243,0.2361,0.570
0.768256,-0.2882,0.3290,0.1961,0.479
0.772668,-0.2615,0.2292,0.1113,0.365
0.777916,-0.2163,0.1347,0.0248,0.256
0.782776,-0.2119,0.0480,-0.0941,0.237
0.787822,-0.1836,-0.0142,-0.1836,0.260
0.792986,-0.1625,-0.0852,-0.3127,0.363
0.797939,-0.1482,-0.1269,-0.3719,0.420
0.802272,-0.0886,-0.2152,-0.4448,0.502
0.807295,-0.0865,-0.2762,-0.4364,0.524
0.812507,-0.0846,-0.3244,-0.4304,0.546
0.817910,-0.0643,-0.4094,-0.4055,0.580
0.822853,-0.0284,-0.5142,-0.3950,0.649
