time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000906,-0.0468,-0.0203,0.0164,0.054
0.006641,0.0273,-0.0038,0.0375,0.047
0.016497,0.0595,0.0150,0.0664,0.090
0.026185,0.0286,0.0066,0.0854,0.090
0.036505,0.0236,0.0044,0.0783,0.082
0.049603,0.0019,-0.0009,0.0593,0.059
0.064778,-0.0076,-0.0265,0.0283,0.040
0.066150,-0.0151,-0.0346,-0.0106,0.039
0.076102,-0.0149,-0.0292,-0.0416,0.053
0.085819,0.0050,-0.0193,-0.0465,0.051
0.095875,0.0353,0.0121,-0.0346,0.051
0.105697,0.0272,0.0422,-0.0126,0.052
0.115524,0.0458,0.0248,0.0061,0.052
0.125614,0.0494,0.0057,0.0589,0.077
0.136715,0.0369,-0.0093,0.0829,0.091
0.145435,0.0039,-0.0449,0.0947,0.105
0.155811,-0.0236,-0.0395,0.0947,0.105
0.164827,-0.0164,-0.0080,0.0605,0.063
0.174867,0.0072,0.0335,0.0225,0.041
0.184948,-0.0030,0.0302,0.0034,0.031
0.194867,-0.0335,0.0061,-0.0067,0.035
0.204770,-0.0342,-0.0004,-0.0187,0.039
0.214678,-0.0248,-0.0151,-0.0136,0.032
0.226732,0.0065,-0.0294,-0.0118,0.032
0.234935,0.0281,-0.0053,-0.0477,0.056
0.244910,0.0264,0.0062,-0.0378,0.046
0.255826,0.0107,-0.0107,0.0291,0.033
0.264642,-0.0181,-0.0224,0.1422,0.145
0.273779,-0.0327,-0.0387,0.1130,0.124
0.284133,-0.0532,-0.0518,-0.0071,0.075
0.293765,-0.0298,-0.0019,-0.0333,0.045
0.305199,0.0328,0.0191,0.0646,0.075
0.313696,0.0768,0.0230,0.1815,0.198
0.323702,0.0740,0.0108,0.1485,0.166
0.333683,0.0263,0.0321,0.0545,0.069
0.343478,0.0170,0.0515,-0.0218,0.058
0.354693,0.0235,0.0507,-0.0338,0.065
0.365357,0.0213,0.0294,-0.0098,0.038
0.373122,0.0072,-0.0025,0.0230,0.024
0.383253,-0.0322,-0.0359,-0.0250,0.054
0.394068,-0.0609,-0.0359,-0.0722,0.101
0.402776,-0.0245,-0.0520,-0.0842,0.102
0.413203,0.0149,-0.0521,-0.0293,0.062
0.423598,0.0569,-0.0532,0.0587,0.098
0.432125,0.0780,-0.0624,0.1218,0.158
0.442298,0.0385,-0.0642,0.0929,0.119
0.452763,-0.0099,-0.0622,0.0328,0.071
0.475470,-0.0319,-0.0156,0.0016,0.036
0.476120,-0.0552,0.0367,0.0013,0.066
0.485589,-0.0501,0.0339,0.0102,0.061
0.492763,-0.0050,0.0336,0.0222,0.041
0.501850,0.0362,-0.0043,0.0492,0.061
0.512116,0.0424,-0.0029,0.0463,0.063
0.521448,-0.0015,0.0055,0.0103,0.012
0.531567,-0.0581,0.0375,-0.0274,0.074
0.542681,-0.0779,0.0507,-0.0466,0.104
0.558988,-0.0383,0.0384,0.0135,0.056
0.563301,0.0054,0.0316,0.0066,0.033
0.571010,0.0420,0.0004,-0.0131,0.044
0.581229,0.0966,-0.0163,0.0024,0.098
0.591228,0.1063,0.0161,0.0765,0.132
0.600852,0.0838,-0.0033,0.1197,0.146
0.611218,0.0852,-0.0142,0.0788,0.117
0.620698,0.0295,-0.0227,0.0168,0.041
0.631245,-0.0093,-0.0279,-0.0162,0.034
0.644924,-0.0344,-0.0468,0.0049,0.058
