accx,accy,accz
-0.0713333,-0.2338333,0.0154667
-0.0197,-0.15425,-0.11995
0.11675,-0.1257,-0.2334
0.1666,-0.16985,-0.17535
0.03425,-0.2312,-0.18885
-0.0502,-0.19055,-0.22545
0.02695,-0.14855,-0.1814
0.04285,-0.1762,-0.01225
-0.0555,-0.1914,0.08925
-0.0906,-0.1873,0.0012
-0.0712,-0.19095,-0.0877
-0.04785,-0.2058,-0.1523
-0.0436,-0.18495,-0.10605
-0.0213,-0.2057,0.001
0.0336,-0.2624,0.0766
0.09095,-0.24425,0.02085
0.0363,-0.2188,-0.04525
-0.09975,-0.13485,-0.02105
-0.17865,-0.0991,0.0398
-0.056,-0.2401,0.1177333
0.1129,-0.3117,0.1158
0.1276667,-0.2160333,-0.0336333
-0.02235,-0.16825,-0.1418
-0.1154,-0.1501,-0.1981
-0.0683,-0.1578667,-0.1194
0.08295,-0.1662,0.0688
0.1313,-0.2212,0.0364
0.0819,-0.2764333,0.0499667
0.0243,-0.2464,0.0197
-0.0315667,-0.1503667,-0.0323667
-0.03135,-0.1367,-0.1346
-0.0525,-0.1662,-0.1216
-0.0831667,-0.2197,-0.0297
-0.0472,-0.28015,0.0919
0.03635,-0.2497,0.0815
0.09835,-0.13665,-0.0004
0.1105,-0.0598,-0.0684
0.0705667,-0.1178333,-0.0403
0.073,-0.258,0.06175
0.0613,-0.31425,0.0615
-0.01595,-0.22375,-0.0054
-0.15395,-0.1714,-0.0278
-0.24145,-0.10825,0.0095
-0.2258,-0.13685,-0.0298
-0.1642,-0.2277,0.06895
-0.01475,-0.2154,0.01495
0.15,-0.1713,-0.12035
0.1625,-0.1825,-0.2404
0.1093667,-0.1428,-0.3495667
0.05295,-0.07595,-0.3975
0.00895,-0.06255,-0.35705
-0.0148,-0.08225,-0.27955
0.0018,-0.1065,-0.1924
0.0227,-0.1876333,0.0456667
0.01005,-0.29095,0.2174
-0.0268,-0.3139,0.122
-0.0979,-0.2007,0.0832
-0.1387,-0.1389,0.0307
-0.1195333,-0.1607333,-0.0452333
0.07585,-0.2109,-0.0131
0.1855,-0.26665,0.0254
0.2011,-0.25605,0.02945
0.154,-0.2322,-0.071
0.06705,-0.236,-0.1224
0.09525,-0.2401,-0.16615
0.1576,-0.2025,-0.1952
0.21845,-0.17535,-0.08975
0.17655,-0.1648,-0.00785
0.06575,-0.21095,0.1267
-0.07135,-0.15455,0.09605
-0.09255,-0.1156,-0.04905
-0.0692,-0.2068,0.0814
-0.0376,-0.29475,0.03155
-0.0052,-0.2631,-0.0404667
-0.029,-0.1586,-0.087
-0.0495667,-0.1443667,-0.0334667
-0.00535,-0.1939,0.10625
0.0408,-0.2152,0.1121
0.08955,-0.23965,0.0465
0.0613333,-0.2038333,-0.0606667
-0.0137,-0.16345,-0.13375
-0.01015,-0.18665,-0.15185
0.058,-0.2151,-0.1973
0.0517667,-0.2082,-0.1841667
-0.00815,-0.14145,-0.15095
0.01775,-0.11095,-0.18615
0.0172,-0.1364,-0.1549
-0.0144333,-0.1613333,-0.0623333
-0.00145,-0.1949,0.0052
0.0022,-0.1764,-0.005
-0.0266,-0.15505,-0.05215
-0.0393,-0.1787,-0.1527
0.0069,-0.2048,-0.1311
-0.051325,-0.208375,-0.08915
0.0354,-0.11935,-0.12285
0.0871,-0.1995,-0.0569
0.0714,-0.24535,-0.13215
0.03785,-0.20155,-0.1315
0.03335,-0.1531,-0.01775
0.0071,-0.1843,-0.0294
0.02955,-0.20025,-0.09135
0.0521,-0.1962,-0.14215
0.021,-0.2056,-0.0993
-0.0329333,-0.2041333,-0.0439667
-0.04415,-0.1791,-0.0089
-0.0489,-0.1258,0.00155
-0.0171,-0.161,-0.0487
0.02125,-0.21935,-0.0794
-0.00785,-0.2039,-0.06665
-0.0887,-0.1708,-0.0634
-0.09705,-0.16905,-0.06455
-0.0484,-0.18765,-0.0667
-0.0336,-0.18965,-0.07825
-0.0445,-0.20825,-0.0807
-0.02785,-0.2046,-0.09145
-0.03125,-0.18525,-0.12005
-0.0409,-0.2008,-0.03495
-0.0799,-0.1842,-0.03065
-0.0021,-0.15315,-0.0524
0.08785,-0.18645,0.0646
0.1283,-0.1704,0.0032
0.07705,-0.16775,-0.068
0.01355,-0.16125,-0.02775
-0.0443667,-0.223,-0.0454
-0.0257,-0.19865,-0.10075
0.0058,-0.1664,-0.1413
0.0269667,-0.1590667,-0.1308
-0.0056,-0.1805,-0.1148
-0.08785,-0.18285,-0.10635
-0.094,-0.18295,-0.01595
0.0027,-0.2083333,-0.0222667
-0.0015,-0.19275,-0.04605
-0.0235,-0.1778,-0.0967
0.0241,-0.1877333,-0.1280667
-0.02915,-0.1687,-0.0117
-0.04665,-0.18255,-0.03085
-0.00095,-0.19415,-0.1016
0.0125,-0.2312,-0.0999
0.0089333,-0.2053,-0.0804
0.0435,-0.16515,-0.046
0.04005,-0.17405,0.0563
-0.00605,-0.18015,-0.03355
-0.00925,-0.1954,0.07815
0.0261,-0.20215,0.0026
0.08125,-0.19355,-0.15625
0.00475,-0.19075,-0.08825
-0.068,-0.1861,-0.06045
-0.01445,-0.1859,-0.10855
0.0465,-0.2011,-0.0441
-0.0275,-0.2224,-0.01495
-0.06625,-0.2082,0.00525
-0.05695,-0.19465,-0.08335
-0.0268,-0.1935,-0.0647
-0.05115,-0.189,0.00955
0.0276,-0.19325,-0.02635
