accx,accy,accz
-0.0665,-0.1573,-0.1205333
0.0008,-0.0649,-0.06895
-0.01625,-0.12085,-0.0655
-0.014,-0.2053,-0.0254
-0.04125,-0.2505,-0.0574
-0.0535,-0.24695,-0.0835
-0.08105,-0.17775,-0.08675
-0.0796,-0.1461,-0.06105
-0.07855,-0.23625,-0.04325
-0.096,-0.20305,-0.03645
-0.0863,-0.2136,-0.064
-0.1023,-0.1735,-0.08575
-0.16505,-0.194,-0.0904
-0.19825,-0.1247,0.0052
-0.2284,-0.0942,0.0576
-0.266625,-0.110225,0.07515
-0.2348,-0.1527,0.0836
-0.189,-0.2091,0.0791
-0.17525,-0.24865,0.12535
-0.154,-0.2637667,0.1339
-0.1309,-0.23005,0.114
-0.09505,-0.25135,0.14725
-0.1657,-0.2333,0.13325
-0.196,-0.1921,0.1016
-0.2040333,-0.1175667,0.1625667
-0.24495,-0.17275,0.1944
-0.13915,-0.2099,0.2033
-0.1528,-0.32135,0.163
-0.1305,-0.3425,0.14845
-0.2506,-0.20795,0.0997
-0.2556,-0.2259,0.0911
-0.22025,-0.2148,0.0902
-0.21845,0.06425,-0.02765
-0.2209,-0.1179,-0.09055
-0.0385,-0.2416,-0.2205
0.1376333,-0.4368333,-0.4020333
0.5865,-0.8643,-0.5243
1.0954,-1.26825,-0.43905
1.54615,-1.41475,-0.1273
1.7232,-1.1957,0.0016
1.6583667,-0.4742,0.3229333
0.9914,0.36305,0.88515
-0.0485,1.241,1.19225
-0.8875,1.86315,0.7809
-1.1532,1.9009,0.3198
-1.2499333,1.1206333,-0.0262667
-0.38025,-0.49515,-0.01895
0.68405,-1.62145,0.40765
1.1806,-2.1582,0.62665
1.1706,-2.242,0.6042
0.8660667,-2.0064333,0.4498
0.17855,-1.59295,0.3729
-0.14535,-1.00905,0.39825
-0.34785,-0.37425,0.43265
-0.2706,-0.05035,0.4826
0.0935,-0.18785,0.6554
0.32745,-0.6036,0.88255
0.45015,-0.9557,1.0808
0.55275,-0.97075,1.00465
0.5594,-0.5801,0.7174
0.5272,-0.17065,0.33725
0.4546,-0.07565,0.19305
0.34995,-0.19835,0.16925
0.23025,-0.4522,0.3187
0.26905,-0.89735,0.52265
0.3197,-1.26485,0.8668
0.572,-1.4061667,1.2084667
0.88395,-1.2266,1.37745
0.9029,-1.0172,1.3225
0.6646,-0.6950667,1.2339
0.3837,0.0092,1.3752
0.186,1.06265,1.4116
0.10395,2.1729,0.88185
0.0037,3.0457,0.1459
